Periode,Lini_Bisnis,Premi_akumulasi,Klaim_akumulasi,Premi,Klaim,bI_rate,inflasi,kurs_dolar,A_Pertanian_Kehutanan_dan_Perikanan,B_Pertambangan_dan_Penggalian,C_Industri_Pengolahan,D_Pengadaan_Listrik_dan_Gas,E_Pengadaan_Air_Pengelolaan_Sampah_Limbah_dan_Daur_Ulang,F_Konstruksi,G_Perdagangan_Besar_dan_Eceran_Reparasi_Mobil_dan_Sepeda_Motor,G1_Perdagangan_Mobil_Sepeda_Motor_dan_Reparasinya,H_Transportasi_dan_Pergudangan,I_Penyediaan_Akomodasi_dan_Makan_Minum,J_Informasi_dan_Komunikasi,K_Jasa_Keuangan_dan_Asuransi,K2_Asuransi_dan_Dana_Pensiun,L_Real_Estate,M_N_Jasa_Perusahaan,O_Administrasi_Pemerintahan_Pertahanan_dan_Jaminan_Sosial_Wajib,P_Jasa_Pendidikan,Q_Jasa_Kesehatan_dan_Kegiatan_Sosial,R_S_T_U_Jasa_lainnya,C_PRODUK_DOMESTIK_BRUTO
2020-06-01,PERSONAL ACCIDENT & HEALTH,4153,2304,1534.35,836.69,4.25,1.96,14302,2.2,-2.72,-6.18,-5.46,4.44,-5.39,-7.68,-29.75,-30.79,-22.01,10.85,1.06,7.29,2.31,-12.09,-3.21,1.18,3.67,-12.6,-5.32
2020-06-01,CREDIT INSURANCE,5785,4098,3084.41,2417.57,4.25,1.96,14302,2.2,-2.72,-6.18,-5.46,4.44,-5.39,-7.68,-29.75,-30.79,-22.01,10.85,1.06,7.29,2.31,-12.09,-3.21,1.18,3.67,-12.6,-5.32
2020-06-01,SURETY SHIP,679,117,332.72,60.31,4.25,1.96,14302,2.2,-2.72,-6.18,-5.46,4.44,-5.39,-7.68,-29.75,-30.79,-22.01,10.85,1.06,7.29,2.31,-12.09,-3.21,1.18,3.67,-12.6,-5.32
2020-06-01,MISCELLANEOUS,1596,339,454.84,163.95,4.25,1.96,14302,2.2,-2.72,-6.18,-5.46,4.44,-5.39,-7.68,-29.75,-30.79,-22.01,10.85,1.06,7.29,2.31,-12.09,-3.21,1.18,3.67,-12.6,-5.32
2020-09-01,PROPERTY,14268.059,5613.062,4821.059,1958.062,4,1.42,14918,2.18,-4.28,-4.34,-2.44,5.94,-4.52,-5.14,-18.05,-16.71,-11.86,10.72,-0.95,5.35,1.96,-7.61,1.82,2.39,15.26,-5.55,-3.49
2020-09-01,MOTOR VEHICLE,11002.376,5585.445,3191.376,1616.445,4,1.42,14918,2.18,-4.28,-4.34,-2.44,5.94,-4.52,-5.14,-18.05,-16.71,-11.86,10.72,-0.95,5.35,1.96,-7.61,1.82,2.39,15.26,-5.55,-3.49
2020-09-01,MARINE CARGO,2489.938,724.074,659.938,255.074,4,1.42,14918,2.18,-4.28,-4.34,-2.44,5.94,-4.52,-5.14,-18.05,-16.71,-11.86,10.72,-0.95,5.35,1.96,-7.61,1.82,2.39,15.26,-5.55,-3.49
2020-09-01,MARINE HULL,1501.963,1058.716,436.963,347.716,4,1.42,14918,2.18,-4.28,-4.34,-2.44,5.94,-4.52,-5.14,-18.05,-16.71,-11.86,10.72,-0.95,5.35,1.96,-7.61,1.82,2.39,15.26,-5.55,-3.49
2020-09-01,AVIATION & SATELITE,1207.507,785.776,265.507,611.776,4,1.42,14918,2.18,-4.28,-4.34,-2.44,5.94,-4.52,-5.14,-18.05,-16.71,-11.86,10.72,-0.95,5.35,1.96,-7.61,1.82,2.39,15.26,-5.55,-3.49
2020-09-01,ENERGY,1468.982,682.662,61.982,349.662,4,1.42,14918,2.18,-4.28,-4.34,-2.44,5.94,-4.52,-5.14,-18.05,-16.71,-11.86,10.72,-0.95,5.35,1.96,-7.61,1.82,2.39,15.26,-5.55,-3.49
2020-09-01,ENGINEERING,1845.587,1100.583,508.587,372.583,4,1.42,14918,2.18,-4.28,-4.34,-2.44,5.94,-4.52,-5.14,-18.05,-16.71,-11.86,10.72,-0.95,5.35,1.96,-7.61,1.82,2.39,15.26,-5.55,-3.49
2020-09-01,LIABILITY,1910.672,150.999,361.672,-1.001,4,1.42,14918,2.18,-4.28,-4.34,-2.44,5.94,-4.52,-5.14,-18.05,-16.71,-11.86,10.72,-0.95,5.35,1.96,-7.61,1.82,2.39,15.26,-5.55,-3.49
2020-09-01,PERSONAL ACCIDENT & HEALTH,5575.171,3313.283,1422.171,1009.283,4,1.42,14918,2.18,-4.28,-4.34,-2.44,5.94,-4.52,-5.14,-18.05,-16.71,-11.86,10.72,-0.95,5.35,1.96,-7.61,1.82,2.39,15.26,-5.55,-3.49
2020-09-01,CREDIT INSURANCE,9673.78,5988.727,3888.78,1890.727,4,1.42,14918,2.18,-4.28,-4.34,-2.44,5.94,-4.52,-5.14,-18.05,-16.71,-11.86,10.72,-0.95,5.35,1.96,-7.61,1.82,2.39,15.26,-5.55,-3.49
2020-09-01,SURETY SHIP,925.99,268.55,246.99,151.55,4,1.42,14918,2.18,-4.28,-4.34,-2.44,5.94,-4.52,-5.14,-18.05,-16.71,-11.86,10.72,-0.95,5.35,1.96,-7.61,1.82,2.39,15.26,-5.55,-3.49
2020-09-01,MISCELLANEOUS,2008.532,570.578,412.532,231.578,4,1.42,14918,2.18,-4.28,-4.34,-2.44,5.94,-4.52,-5.14,-18.05,-16.71,-11.86,10.72,-0.95,5.35,1.96,-7.61,1.82,2.39,15.26,-5.55,-3.49
2020-12-01,PROPERTY,21038,6913,6769.941,1299.938,3.75,1.68,14105,1.77,-1.95,-2.93,-2.34,4.94,-3.26,-3.79,-14.11,-15.05,-10.26,10.61,3.25,4.03,2.32,-5.44,-0.03,2.61,11.56,-4.1,-2.07
2020-12-01,MOTOR VEHICLE,14735,7010,3732.624,1424.555,3.75,1.68,14105,1.77,-1.95,-2.93,-2.34,4.94,-3.26,-3.79,-14.11,-15.05,-10.26,10.61,3.25,4.03,2.32,-5.44,-0.03,2.61,11.56,-4.1,-2.07
2020-12-01,MARINE CARGO,3263,938,773.062,213.926,3.75,1.68,14105,1.77,-1.95,-2.93,-2.34,4.94,-3.26,-3.79,-14.11,-15.05,-10.26,10.61,3.25,4.03,2.32,-5.44,-0.03,2.61,11.56,-4.1,-2.07
2020-12-01,MARINE HULL,1901,1267,399.037,208.284,3.75,1.68,14105,1.77,-1.95,-2.93,-2.34,4.94,-3.26,-3.79,-14.11,-15.05,-10.26,10.61,3.25,4.03,2.32,-5.44,-0.03,2.61,11.56,-4.1,-2.07
2020-12-01,AVIATION & SATELITE,1639,827,431.493,41.224,3.75,1.68,14105,1.77,-1.95,-2.93,-2.34,4.94,-3.26,-3.79,-14.11,-15.05,-10.26,10.61,3.25,4.03,2.32,-5.44,-0.03,2.61,11.56,-4.1,-2.07
2020-12-01,ENERGY,1647,807,178.018,124.338,3.75,1.68,14105,1.77,-1.95,-2.93,-2.34,4.94,-3.26,-3.79,-14.11,-15.05,-10.26,10.61,3.25,4.03,2.32,-5.44,-0.03,2.61,11.56,-4.1,-2.07
2020-12-01,ENGINEERING,2441,1489,595.413,388.417,3.75,1.68,14105,1.77,-1.95,-2.93,-2.34,4.94,-3.26,-3.79,-14.11,-15.05,-10.26,10.61,3.25,4.03,2.32,-5.44,-0.03,2.61,11.56,-4.1,-2.07
2020-12-01,LIABILITY,2331,491,420.328,340.001,3.75,1.68,14105,1.77,-1.95,-2.93,-2.34,4.94,-3.26,-3.79,-14.11,-15.05,-10.26,10.61,3.25,4.03,2.32,-5.44,-0.03,2.61,11.56,-4.1,-2.07
2020-12-01,PERSONAL ACCIDENT & HEALTH,7982,4532,2406.829,1218.717,3.75,1.68,14105,1.77,-1.95,-2.93,-2.34,4.94,-3.26,-3.79,-14.11,-15.05,-10.26,10.61,3.25,4.03,2.32,-5.44,-0.03,2.61,11.56,-4.1,-2.07
2020-12-01,CREDIT INSURANCE,16436,10723,6762.22,4734.273,3.75,1.68,14105,1.77,-1.95,-2.93,-2.34,4.94,-3.26,-3.79,-14.11,-15.05,-10.26,10.61,3.25,4.03,2.32,-5.44,-0.03,2.61,11.56,-4.1,-2.07
2020-12-01,SURETY SHIP,1330,617,404.01,348.45,3.75,1.68,14105,1.77,-1.95,-2.93,-2.34,4.94,-3.26,-3.79,-14.11,-15.05,-10.26,10.61,3.25,4.03,2.32,-5.44,-0.03,2.61,11.56,-4.1,-2.07
2020-12-01,MISCELLANEOUS,2241,498,232.468,-72.578,3.75,1.68,14105,1.77,-1.95,-2.93,-2.34,4.94,-3.26,-3.79,-14.11,-15.05,-10.26,10.61,3.25,4.03,2.32,-5.44,-0.03,2.61,11.56,-4.1,-2.07
2021-03-01,PROPERTY,5989.48,1366.64,5989.48,1366.64,3.5,1.37,14572,3.48,-2.02,-1.38,1.68,5.46,-0.79,-1.28,-5.47,-13.09,-7.28,8.72,-2.97,2.23,0.94,-6.1,-2.24,-1.54,3.38,-5.15,-0.69
2021-03-01,MOTOR VEHICLE,3970.15,1450.84,3970.15,1450.84,3.5,1.37,14572,3.48,-2.02,-1.38,1.68,5.46,-0.79,-1.28,-5.47,-13.09,-7.28,8.72,-2.97,2.23,0.94,-6.1,-2.24,-1.54,3.38,-5.15,-0.69
2021-03-01,MARINE CARGO,1049.65,298.09,1049.65,298.09,3.5,1.37,14572,3.48,-2.02,-1.38,1.68,5.46,-0.79,-1.28,-5.47,-13.09,-7.28,8.72,-2.97,2.23,0.94,-6.1,-2.24,-1.54,3.38,-5.15,-0.69
2021-03-01,MARINE HULL,672.24,221.7,672.24,221.7,3.5,1.37,14572,3.48,-2.02,-1.38,1.68,5.46,-0.79,-1.28,-5.47,-13.09,-7.28,8.72,-2.97,2.23,0.94,-6.1,-2.24,-1.54,3.38,-5.15,-0.69
2021-03-01,AVIATION & SATELITE,122.46,211.07,122.46,211.07,3.5,1.37,14572,3.48,-2.02,-1.38,1.68,5.46,-0.79,-1.28,-5.47,-13.09,-7.28,8.72,-2.97,2.23,0.94,-6.1,-2.24,-1.54,3.38,-5.15,-0.69
2021-03-01,ENERGY,117.9,310.22,117.9,310.22,3.5,1.37,14572,3.48,-2.02,-1.38,1.68,5.46,-0.79,-1.28,-5.47,-13.09,-7.28,8.72,-2.97,2.23,0.94,-6.1,-2.24,-1.54,3.38,-5.15,-0.69
2021-03-01,ENGINEERING,680.75,283.22,680.75,283.22,3.5,1.37,14572,3.48,-2.02,-1.38,1.68,5.46,-0.79,-1.28,-5.47,-13.09,-7.28,8.72,-2.97,2.23,0.94,-6.1,-2.24,-1.54,3.38,-5.15,-0.69
2021-03-01,LIABILITY,977.2,39.69,977.2,39.69,3.5,1.37,14572,3.48,-2.02,-1.38,1.68,5.46,-0.79,-1.28,-5.47,-13.09,-7.28,8.72,-2.97,2.23,0.94,-6.1,-2.24,-1.54,3.38,-5.15,-0.69
2021-03-01,PERSONAL ACCIDENT & HEALTH,2773.46,1052.8,2773.46,1052.8,3.5,1.37,14572,3.48,-2.02,-1.38,1.68,5.46,-0.79,-1.28,-5.47,-13.09,-7.28,8.72,-2.97,2.23,0.94,-6.1,-2.24,-1.54,3.38,-5.15,-0.69
2021-03-01,CREDIT INSURANCE,2862.3,1298.88,2862.3,1298.88,3.5,1.37,14572,3.48,-2.02,-1.38,1.68,5.46,-0.79,-1.28,-5.47,-13.09,-7.28,8.72,-2.97,2.23,0.94,-6.1,-2.24,-1.54,3.38,-5.15,-0.69
2021-03-01,SURETY SHIP,512.64,78.15,512.64,78.15,3.5,1.37,14572,3.48,-2.02,-1.38,1.68,5.46,-0.79,-1.28,-5.47,-13.09,-7.28,8.72,-2.97,2.23,0.94,-6.1,-2.24,-1.54,3.38,-5.15,-0.69
2021-03-01,MISCELLANEOUS,1054.1,122.35,1054.1,122.35,3.5,1.37,14572,3.48,-2.02,-1.38,1.68,5.46,-0.79,-1.28,-5.47,-13.09,-7.28,8.72,-2.97,2.23,0.94,-6.1,-2.24,-1.54,3.38,-5.15,-0.69
2021-06-01,PROPERTY,10967,2812,4977.52,1445.36,3.5,1.33,14542,0.56,5.22,6.58,9.09,5.78,4.42,9.5,37.89,25.1,21.54,6.9,8.33,-0.09,2.82,9.94,9.94,5.89,11.68,11.97,7.08
2021-06-01,MOTOR VEHICLE,7404,2877,3433.85,1426.16,3.5,1.33,14542,0.56,5.22,6.58,9.09,5.78,4.42,9.5,37.89,25.1,21.54,6.9,8.33,-0.09,2.82,9.94,9.94,5.89,11.68,11.97,7.08
2021-06-01,MARINE CARGO,1818,489,768.35,190.91,3.5,1.33,14542,0.56,5.22,6.58,9.09,5.78,4.42,9.5,37.89,25.1,21.54,6.9,8.33,-0.09,2.82,9.94,9.94,5.89,11.68,11.97,7.08
2021-06-01,MARINE HULL,1141,404,468.76,182.3,3.5,1.33,14542,0.56,5.22,6.58,9.09,5.78,4.42,9.5,37.89,25.1,21.54,6.9,8.33,-0.09,2.82,9.94,9.94,5.89,11.68,11.97,7.08
2021-06-01,AVIATION & SATELITE,389,366,266.54,154.93,3.5,1.33,14542,0.56,5.22,6.58,9.09,5.78,4.42,9.5,37.89,25.1,21.54,6.9,8.33,-0.09,2.82,9.94,9.94,5.89,11.68,11.97,7.08
2021-06-01,ENERGY,982,411,864.1,100.78,3.5,1.33,14542,0.56,5.22,6.58,9.09,5.78,4.42,9.5,37.89,25.1,21.54,6.9,8.33,-0.09,2.82,9.94,9.94,5.89,11.68,11.97,7.08
2021-06-01,ENGINEERING,1469,621,788.25,337.78,3.5,1.33,14542,0.56,5.22,6.58,9.09,5.78,4.42,9.5,37.89,25.1,21.54,6.9,8.33,-0.09,2.82,9.94,9.94,5.89,11.68,11.97,7.08
2021-06-01,LIABILITY,1601,84,623.8,44.31,3.5,1.33,14542,0.56,5.22,6.58,9.09,5.78,4.42,9.5,37.89,25.1,21.54,6.9,8.33,-0.09,2.82,9.94,9.94,5.89,11.68,11.97,7.08
2021-06-01,PERSONAL ACCIDENT & HEALTH,4218,2099,1444.54,1046.2,3.5,1.33,14542,0.56,5.22,6.58,9.09,5.78,4.42,9.5,37.89,25.1,21.54,6.9,8.33,-0.09,2.82,9.94,9.94,5.89,11.68,11.97,7.08
2021-06-01,CREDIT INSURANCE,5872,2477,3009.7,1178.12,3.5,1.33,14542,0.56,5.22,6.58,9.09,5.78,4.42,9.5,37.89,25.1,21.54,6.9,8.33,-0.09,2.82,9.94,9.94,5.89,11.68,11.97,7.08
2021-06-01,SURETY SHIP,856,221,343.36,142.85,3.5,1.33,14542,0.56,5.22,6.58,9.09,5.78,4.42,9.5,37.89,25.1,21.54,6.9,8.33,-0.09,2.82,9.94,9.94,5.89,11.68,11.97,7.08
2021-06-01,MISCELLANEOUS,1659,245,604.9,122.65,3.5,1.33,14542,0.56,5.22,6.58,9.09,5.78,4.42,9.5,37.89,25.1,21.54,6.9,8.33,-0.09,2.82,9.94,9.94,5.89,11.68,11.97,7.08
2021-09-01,PROPERTY,15742,4660,4775,1848,3.5,1.6,14321,1.44,7.78,3.68,3.85,4.56,3.84,5.12,14.93,-0.72,-0.14,5.54,4.29,1.15,3.42,-0.59,-9.95,-4.43,14.04,-0.3,3.53
2021-09-01,MOTOR VEHICLE,11171,4376,3767,1499,3.5,1.6,14321,1.44,7.78,3.68,3.85,4.56,3.84,5.12,14.93,-0.72,-0.14,5.54,4.29,1.15,3.42,-0.59,-9.95,-4.43,14.04,-0.3,3.53
2021-09-01,MARINE CARGO,2714,1131,896,642,3.5,1.6,14321,1.44,7.78,3.68,3.85,4.56,3.84,5.12,14.93,-0.72,-0.14,5.54,4.29,1.15,3.42,-0.59,-9.95,-4.43,14.04,-0.3,3.53
2021-09-01,MARINE HULL,1645,670,504,266,3.5,1.6,14321,1.44,7.78,3.68,3.85,4.56,3.84,5.12,14.93,-0.72,-0.14,5.54,4.29,1.15,3.42,-0.59,-9.95,-4.43,14.04,-0.3,3.53
2021-09-01,AVIATION & SATELITE,840,613,451,247,3.5,1.6,14321,1.44,7.78,3.68,3.85,4.56,3.84,5.12,14.93,-0.72,-0.14,5.54,4.29,1.15,3.42,-0.59,-9.95,-4.43,14.04,-0.3,3.53
2021-09-01,ENERGY,1112,767,130,356,3.5,1.6,14321,1.44,7.78,3.68,3.85,4.56,3.84,5.12,14.93,-0.72,-0.14,5.54,4.29,1.15,3.42,-0.59,-9.95,-4.43,14.04,-0.3,3.53
2021-09-01,ENGINEERING,2227,990,758,369,3.5,1.6,14321,1.44,7.78,3.68,3.85,4.56,3.84,5.12,14.93,-0.72,-0.14,5.54,4.29,1.15,3.42,-0.59,-9.95,-4.43,14.04,-0.3,3.53
2021-09-01,LIABILITY,2229,904,628,820,3.5,1.6,14321,1.44,7.78,3.68,3.85,4.56,3.84,5.12,14.93,-0.72,-0.14,5.54,4.29,1.15,3.42,-0.59,-9.95,-4.43,14.04,-0.3,3.53
2021-09-01,PERSONAL ACCIDENT & HEALTH,5440,3297,1222,1198,3.5,1.6,14321,1.44,7.78,3.68,3.85,4.56,3.84,5.12,14.93,-0.72,-0.14,5.54,4.29,1.15,3.42,-0.59,-9.95,-4.43,14.04,-0.3,3.53
2021-09-01,CREDIT INSURANCE,8493,3790,2621,1313,3.5,1.6,14321,1.44,7.78,3.68,3.85,4.56,3.84,5.12,14.93,-0.72,-0.14,5.54,4.29,1.15,3.42,-0.59,-9.95,-4.43,14.04,-0.3,3.53
2021-09-01,SURETY SHIP,1185,354,329,133,3.5,1.6,14321,1.44,7.78,3.68,3.85,4.56,3.84,5.12,14.93,-0.72,-0.14,5.54,4.29,1.15,3.42,-0.59,-9.95,-4.43,14.04,-0.3,3.53
2021-09-01,MISCELLANEOUS,2279,623,620,378,3.5,1.6,14321,1.44,7.78,3.68,3.85,4.56,3.84,5.12,14.93,-0.72,-0.14,5.54,4.29,1.15,3.42,-0.59,-9.95,-4.43,14.04,-0.3,3.53
2021-12-01,PROPERTY,22363,6422,6621,1762,3.5,1.87,14278,1.87,4,3.39,5.55,4.97,2.81,4.63,12.13,3.24,3.88,6.82,1.56,0.71,2.78,0.73,-0.33,0.11,10.45,2.12,3.7
2021-12-01,MOTOR VEHICLE,15685,5895,4514,1519,3.5,1.87,14278,1.87,4,3.39,5.55,4.97,2.81,4.63,12.13,3.24,3.88,6.82,1.56,0.71,2.78,0.73,-0.33,0.11,10.45,2.12,3.7
2021-12-01,MARINE CARGO,4112,1154,1398,23,3.5,1.87,14278,1.87,4,3.39,5.55,4.97,2.81,4.63,12.13,3.24,3.88,6.82,1.56,0.71,2.78,0.73,-0.33,0.11,10.45,2.12,3.7
2021-12-01,MARINE HULL,2037,833,392,163,3.5,1.87,14278,1.87,4,3.39,5.55,4.97,2.81,4.63,12.13,3.24,3.88,6.82,1.56,0.71,2.78,0.73,-0.33,0.11,10.45,2.12,3.7
2021-12-01,AVIATION & SATELITE,1039,378,199,-235,3.5,1.87,14278,1.87,4,3.39,5.55,4.97,2.81,4.63,12.13,3.24,3.88,6.82,1.56,0.71,2.78,0.73,-0.33,0.11,10.45,2.12,3.7
2021-12-01,ENERGY,1241,630,129,-137,3.5,1.87,14278,1.87,4,3.39,5.55,4.97,2.81,4.63,12.13,3.24,3.88,6.82,1.56,0.71,2.78,0.73,-0.33,0.11,10.45,2.12,3.7
2021-12-01,ENGINEERING,3077,1233,850,243,3.5,1.87,14278,1.87,4,3.39,5.55,4.97,2.81,4.63,12.13,3.24,3.88,6.82,1.56,0.71,2.78,0.73,-0.33,0.11,10.45,2.12,3.7
2021-12-01,LIABILITY,3037,397,808,-507,3.5,1.87,14278,1.87,4,3.39,5.55,4.97,2.81,4.63,12.13,3.24,3.88,6.82,1.56,0.71,2.78,0.73,-0.33,0.11,10.45,2.12,3.7
2021-12-01,PERSONAL ACCIDENT & HEALTH,7323,4758,1883,1461,3.5,1.87,14278,1.87,4,3.39,5.55,4.97,2.81,4.63,12.13,3.24,3.88,6.82,1.56,0.71,2.78,0.73,-0.33,0.11,10.45,2.12,3.7
2021-12-01,CREDIT INSURANCE,13685,7631,5192,3841,3.5,1.87,14278,1.87,4,3.39,5.55,4.97,2.81,4.63,12.13,3.24,3.88,6.82,1.56,0.71,2.78,0.73,-0.33,0.11,10.45,2.12,3.7
2021-12-01,SURETY SHIP,1571,650,386,296,3.5,1.87,14278,1.87,4,3.39,5.55,4.97,2.81,4.63,12.13,3.24,3.88,6.82,1.56,0.71,2.78,0.73,-0.33,0.11,10.45,2.12,3.7
2021-12-01,MISCELLANEOUS,2975,702,696,79,3.5,1.87,14278,1.87,4,3.39,5.55,4.97,2.81,4.63,12.13,3.24,3.88,6.82,1.56,0.71,2.78,0.73,-0.33,0.11,10.45,2.12,3.7
2022-03-01,PROPERTY,5723,2346,5723,2346,3.5,2.64,14357,1.16,3.82,5.07,7.04,1.35,4.83,5.74,7.44,15.79,6.57,7.15,1.64,-0.52,3.78,5.96,-1.29,-1.41,4.52,8.25,5.02
2022-03-01,MOTOR VEHICLE,4740,1535,4740,1535,3.5,2.64,14357,1.16,3.82,5.07,7.04,1.35,4.83,5.74,7.44,15.79,6.57,7.15,1.64,-0.52,3.78,5.96,-1.29,-1.41,4.52,8.25,5.02
2022-03-01,MARINE CARGO,1232,217,1232,217,3.5,2.64,14357,1.16,3.82,5.07,7.04,1.35,4.83,5.74,7.44,15.79,6.57,7.15,1.64,-0.52,3.78,5.96,-1.29,-1.41,4.52,8.25,5.02
2022-03-01,MARINE HULL,659,239,659,239,3.5,2.64,14357,1.16,3.82,5.07,7.04,1.35,4.83,5.74,7.44,15.79,6.57,7.15,1.64,-0.52,3.78,5.96,-1.29,-1.41,4.52,8.25,5.02
2022-03-01,AVIATION & SATELITE,152,149,152,149,3.5,2.64,14357,1.16,3.82,5.07,7.04,1.35,4.83,5.74,7.44,15.79,6.57,7.15,1.64,-0.52,3.78,5.96,-1.29,-1.41,4.52,8.25,5.02
2022-03-01,ENERGY,119,631,119,631,3.5,2.64,14357,1.16,3.82,5.07,7.04,1.35,4.83,5.74,7.44,15.79,6.57,7.15,1.64,-0.52,3.78,5.96,-1.29,-1.41,4.52,8.25,5.02
2022-03-01,ENGINEERING,826,389,826,389,3.5,2.64,14357,1.16,3.82,5.07,7.04,1.35,4.83,5.74,7.44,15.79,6.57,7.15,1.64,-0.52,3.78,5.96,-1.29,-1.41,4.52,8.25,5.02
